transaction_hash,trace_involved_amt,from_address,to_address,block_timestamp,contract_block_involved,contract_tx_count,contract_block_per_tx,contract_main_active_days,sender_block_involved,sender_tx_count,sender_block_per_tx,sender_main_active_days,contract_interact,sender_tx_count_call_contract,sender_days_call_contract,trace_amt,distinct_sender_in_contract,contract_lifetime_days,contract_lifetime_block,distinct_contract_sender_called,sender_lifetime_days,sender_lifetime_block,contract_involved_amt,max_breadth,depth,distinct_was_called_in_sample,distinct_sender_call_in_sample,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,value,nonce,transaction_type
0x7a4d891e80c9129f371b6301611d8a80bd640e27d42760322ae3d080b7308914,6,0x029f388ac4d5c8bff490550ce0853221030e822b,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-07 07:25:43.000000 UTC,552268,1169974,0.4720344212777378,197,70972,73185,0.96976156316185,158,47,66920,157,44,108,196,1271105,3,157,1017184,18,6.0,4.0,2,8,375956,75000100001,300255,147978,0,73161,-1.0
0x5e0b9c17f90bb17dfba4456d2df0769b4b4a19e11679e0daeca7406cbc30e0ff,2,0xdc72bd8115311209270c453d52a031773372c52f,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 23:37:34.000000 UTC,25433,26657,0.9540833552162656,209,273,286,0.9545454545454544,21,274,109,20,42,4663,208,1357054,28,21,139522,13,8.0,5.0,2,3,864339,89000000000,12106960,438440,0,260,-1.0
0x29b3be162e4be4ce3114cab426de2e0d276372e017d4b9cc52d2b36ef0102dfc,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-08 14:09:49.000000 UTC,25757,27001,0.9539276323099144,214,28,57,0.4912280701754385,2,617,21,1,145,4703,213,1386917,6,1,6453,24,25.0,14.0,4,3,5000000,190000000000,7549474,901295,1000000000,44,-1.0
0xb06342edaf9f22d0538a93c1fa29a27ba81c49b68caa0625ce4abfbe571455e5,2,0x78bc49be7bae5e0eec08780c86f0e8278b8b035b,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 07:42:42.000000 UTC,25316,26525,0.954420358152686,209,3126,3405,0.9180616740088104,263,143,101,54,52,4656,208,1352729,267,362,2347524,13,10.0,5.0,2,2,963201,40000000000,2823646,454305,0,3386,-1.0
0xe26b27465c429954b4663cfa901653afd3d287ed20bbcdc8553e0c4f11c2cb41,1,0x4f425d56ee32b2079209b8696de6a6e47bd761c4,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-04 17:32:42.000000 UTC,25543,26775,0.9539869281045752,210,43,43,1.0,6,393,22,4,18,4673,209,1361940,2,6,37851,11,6.0,3.0,1,2,1400000,612129038907,549605,145473,0,40,-1.0
0x3384b313f6d32518fcbe9d72a7f1585a26d36e43d4c281cb4963e594514a7b39,6,0x003fd5f6030b8c1a4d2503339b14466b9ba6c6cf,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,2021-05-06 00:16:39.000000 UTC,547666,1158194,0.4728620593786533,196,121098,125719,0.963243423826152,157,39,114856,156,43,108,195,1262743,3,156,1008822,18,6.0,4.0,2,8,375032,102924136778,286869,147516,0,125694,-1.0
0xcd407ca5e9edbca24975cef485d49a016b2df14cc4fb8b070fc7d1fbc896366a,2,0x00670bf160f03492ab83030617e333f039d8e52e,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-03 21:25:28.000000 UTC,25407,26623,0.954325207527326,209,32,32,1.0,9,241,9,7,52,4662,208,1356459,12,65,425048,13,10.0,5.0,2,2,1027368,75000000000,7190443,496413,0,29,-1.0
0xeac9fd808c2ba8fc84afde17ca9f9b8d7d02cb9080091413d679dda425b96db7,1,0x37eede06a29adc7fb193ea2fb71771bc63b1fe79,0x67b66c99d3eb37fa76aa3ed1ff33e8e39f0b9c7a,2021-05-01 19:41:06.000000 UTC,25183,26389,0.9542991397930956,207,5,6,0.8333333333333333,3,7,2,2,5,4642,206,1343054,3,36,232974,4,2.0,2.0,1,2,119820,70000000000,6298877,62807,0,3,-1.0
0xd4f8b472fa7430b975358dcc8b7afa5aae490b68dd2fbb9789f97dbff409e7ce,9,0xdd8bfed02bfcac4d9af3bef0f3ee84ae7ce4c584,0xd6e194af3d9674b62d1b30ec676030c23961275e,2021-05-04 01:56:41.000000 UTC,2147,2170,0.989400921658986,175,12,12,1.0,9,17,1,1,50,733,196,1271476,3,86,558138,10,25.0,7.0,1,4,394111,47000000000,9556277,256322,395888668932617504,4,-1.0
0x849b90eb3f1632f4332dc18401d1baee65311a30ac9c8e4aeb0f183a5416579e,15,0xcb36b1ee0af68dce5578a487ff2da81282512233,0x2f755e8980f0c2e81681d82cccd1a4bd5b4d5d46,2021-05-08 14:14:40.000000 UTC,17,36,0.4722222222222222,1,38,83,0.4578313253012047,2,34,36,1,100,1,0,131,6,1,6475,13,32.0,8.0,2,1,1000000,190000000000,6408139,387249,1400000000000000000000,69,-1.0
